,col1,col2,col3,col4,date_of_birth
3643,3643,75,88,3643,1919-08-21
3644,3644,8,53,3644,1916-05-20
3645,3645,550,734,3645,1922-10-20
3646,3646,135,860,3646,2000-07-02
3647,3647,4,546,3647,1993-12-01
3648,3648,55,115,3648,1920-03-02
3649,3649,197,365,3649,1950-06-10
3650,3650,65,26,3650,1967-03-19
3651,3651,60,107,3651,1946-02-13
3652,3652,303,206,3652,1911-01-29
3653,3653,153,43,3653,1963-09-12
3654,3654,224,33,3654,1968-06-06
3655,3655,402,861,3655,1995-02-27
3656,3656,24,527,3656,2009-01-08
3657,3657,199,28,3657,1953-07-29
3658,3658,364,52,3658,1917-11-27
3659,3659,81,21,3659,2014-10-08
3660,3660,275,144,3660,1995-09-16
3661,3661,52,350,3661,1942-09-05
3662,3662,236,271,3662,1990-03-27
3663,3663,85,414,3663,1937-06-23
3664,3664,40,398,3664,1977-05-14
3665,3665,15,468,3665,1984-05-27
3666,3666,369,826,3666,2010-09-08
3667,3667,344,39,3667,1964-07-10
3668,3668,34,862,3668,1970-08-21
3669,3669,185,58,3669,1931-05-08
3670,3670,531,217,3670,1955-01-13
3671,3671,90,39,3671,1921-09-28
3672,3672,291,64,3672,1954-08-15
3673,3673,7,507,3673,1993-12-23
3674,3674,42,115,3674,1976-05-04
3675,3675,26,126,3675,1952-08-01
3676,3676,111,366,3676,1919-12-01
3677,3677,269,83,3677,1915-07-16
3678,3678,111,37,3678,1952-02-01
3679,3679,180,725,3679,1972-06-01
3680,3680,275,266,3680,1977-04-29
3681,3681,57,32,3681,2023-11-22
3682,3682,101,401,3682,2006-04-30
3683,3683,14,381,3683,2023-10-30
3684,3684,179,863,3684,1946-10-26
3685,3685,65,28,3685,2024-04-06
3686,3686,509,196,3686,1949-01-04
3687,3687,72,292,3687,2015-11-16
3688,3688,81,71,3688,1967-06-29
3689,3689,338,229,3689,1930-10-18
3690,3690,303,705,3690,1927-01-01
3691,3691,412,225,3691,1991-05-25
3692,3692,551,83,3692,2006-03-09
3693,3693,284,425,3693,1928-06-10
3694,3694,13,443,3694,2005-05-30
3695,3695,198,102,3695,1932-06-09
3696,3696,7,640,3696,1910-02-16
3697,3697,211,226,3697,1963-04-07
3698,3698,33,532,3698,1934-11-27
3699,3699,222,47,3699,1965-03-26
3700,3700,57,43,3700,1933-11-23
3701,3701,34,581,3701,2007-08-14
3702,3702,530,190,3702,2017-03-13
3703,3703,419,139,3703,1996-10-13
3704,3704,185,693,3704,1914-08-13
3705,3705,9,457,3705,2020-10-07
3706,3706,13,78,3706,1969-06-28
3707,3707,214,240,3707,1949-07-09
3708,3708,36,761,3708,1996-11-06
3709,3709,11,188,3709,1966-01-19
3710,3710,2,211,3710,1932-07-11
3711,3711,138,579,3711,1993-09-21
3712,3712,54,82,3712,1921-06-06
3713,3713,286,540,3713,2016-02-10
3714,3714,229,18,3714,1938-12-13
3715,3715,135,569,3715,2004-04-29
3716,3716,60,216,3716,2023-02-28
3717,3717,19,375,3717,1916-09-10
3718,3718,552,864,3718,1996-03-17
3719,3719,216,355,3719,1974-04-14
3720,3720,8,99,3720,1922-11-03
3721,3721,74,295,3721,1935-01-15
3722,3722,144,319,3722,1921-12-02
3723,3723,144,253,3723,1970-07-23
3724,3724,144,855,3724,1989-07-16
3725,3725,5,182,3725,1988-01-17
3726,3726,111,37,3726,1970-08-23
3727,3727,553,725,3727,1951-01-02
3728,3728,170,401,3728,1943-06-13
3729,3729,554,447,3729,2016-07-15
3730,3730,342,294,3730,1959-04-01
3731,3731,127,125,3731,2023-06-13
3732,3732,88,71,3732,1912-07-30
3733,3733,425,322,3733,1950-09-03
3734,3734,42,777,3734,1947-09-28
3735,3735,20,190,3735,1915-11-18
3736,3736,207,445,3736,1953-05-07
3737,3737,401,287,3737,1930-01-03
3738,3738,65,89,3738,1973-03-07
3739,3739,191,225,3739,2023-02-27
3740,3740,254,141,3740,1918-11-06
3741,3741,59,176,3741,1949-08-16
3742,3742,555,844,3742,1988-03-24
3743,3743,11,83,3743,1967-03-07
3744,3744,190,146,3744,2001-12-21
3745,3745,556,666,3745,1973-05-12
3746,3746,353,339,3746,2001-07-16
3747,3747,557,187,3747,1923-04-26
3748,3748,504,239,3748,2002-01-10
3749,3749,161,231,3749,2015-07-04
3750,3750,45,125,3750,1948-12-08
3751,3751,284,93,3751,1997-01-02
3752,3752,3,150,3752,1943-03-13
3753,3753,235,82,3753,1913-02-18
3754,3754,97,453,3754,2019-02-04
3755,3755,24,578,3755,2020-05-15
3756,3756,71,65,3756,1975-11-11
3757,3757,558,734,3757,1994-03-17
3758,3758,98,190,3758,2022-03-20
3759,3759,173,203,3759,1918-06-08
3760,3760,510,253,3760,1921-01-19
3761,3761,258,865,3761,1968-09-13
3762,3762,416,125,3762,2008-10-30
3763,3763,170,420,3763,1962-09-26
3764,3764,73,162,3764,1915-09-14
3765,3765,172,318,3765,1997-03-20
3766,3766,557,82,3766,1997-06-11
3767,3767,385,830,3767,1941-08-21
3768,3768,11,240,3768,1964-03-18
3769,3769,52,188,3769,2005-01-29
3770,3770,145,30,3770,1961-12-06
3771,3771,242,572,3771,2002-12-28
3772,3772,93,125,3772,2022-09-14
3773,3773,211,428,3773,1931-10-17
3774,3774,183,350,3774,1950-04-12
3775,3775,13,286,3775,1920-12-31
3776,3776,79,438,3776,1925-05-28
3777,3777,60,866,3777,2014-04-19
3778,3778,303,282,3778,1968-02-20
3779,3779,86,115,3779,1946-05-20
3780,3780,121,854,3780,1995-09-23
3781,3781,34,198,3781,1978-08-20
3782,3782,48,721,3782,1979-09-11
3783,3783,392,217,3783,1974-01-28
3784,3784,94,489,3784,1991-08-17
3785,3785,141,533,3785,1975-04-09
3786,3786,27,146,3786,1987-09-24
3787,3787,4,132,3787,1985-02-13
3788,3788,63,656,3788,2014-05-18
3789,3789,103,67,3789,1951-02-24
3790,3790,264,149,3790,2003-01-03
3791,3791,33,346,3791,1996-05-21
3792,3792,111,240,3792,1965-09-23
3793,3793,159,123,3793,1927-05-20
3794,3794,254,122,3794,1980-06-28
3795,3795,19,43,3795,1977-06-10
3796,3796,216,143,3796,1985-05-12
3797,3797,36,655,3797,1926-03-01
3798,3798,94,168,3798,2013-07-26
3799,3799,300,92,3799,1973-04-01
3800,3800,50,288,3800,1911-08-24
3801,3801,406,612,3801,1955-08-03
3802,3802,559,726,3802,1927-05-11
3803,3803,60,11,3803,1966-07-08
3804,3804,7,336,3804,1970-01-11
3805,3805,380,225,3805,1994-10-22
3806,3806,49,629,3806,1949-10-12
3807,3807,368,768,3807,1977-01-26
3808,3808,560,162,3808,1966-09-30
3809,3809,72,187,3809,1993-10-02
3810,3810,559,155,3810,1977-03-20
3811,3811,10,241,3811,1914-03-06
3812,3812,98,657,3812,2009-12-06
3813,3813,442,589,3813,2001-04-22
3814,3814,58,459,3814,1960-05-21
3815,3815,443,867,3815,1940-12-15
3816,3816,138,71,3816,1938-01-09
3817,3817,224,412,3817,1928-10-07
3818,3818,34,301,3818,1987-02-08
3819,3819,13,586,3819,1927-04-06
3820,3820,100,92,3820,1919-09-22
3821,3821,173,264,3821,1984-09-05
3822,3822,132,162,3822,2003-01-07
3823,3823,130,780,3823,1976-03-07
3824,3824,224,33,3824,2003-11-10
3825,3825,75,476,3825,1994-09-12
3826,3826,449,182,3826,1948-12-10
3827,3827,116,579,3827,1964-09-15
3828,3828,276,518,3828,1940-06-05
3829,3829,60,1,3829,1965-08-19
3830,3830,309,82,3830,1918-02-13
3831,3831,90,15,3831,1933-09-06
3832,3832,561,31,3832,1935-07-30
3833,3833,266,48,3833,1909-05-21
3834,3834,94,868,3834,1956-12-02
3835,3835,256,110,3835,1973-06-15
3836,3836,69,71,3836,2008-10-02
3837,3837,384,315,3837,1940-01-19
3838,3838,35,115,3838,2009-11-24
3839,3839,126,362,3839,1941-03-01
3840,3840,98,85,3840,1951-01-20
3841,3841,357,348,3841,1923-10-05
3842,3842,24,238,3842,1914-08-29
3843,3843,140,543,3843,2022-12-17
3844,3844,25,731,3844,1935-12-14
3845,3845,123,869,3845,1979-11-24
3846,3846,36,33,3846,1979-11-18
3847,3847,325,85,3847,2000-01-17
3848,3848,125,62,3848,1956-01-06
3849,3849,562,102,3849,1986-08-05
3850,3850,108,135,3850,1931-05-23
3851,3851,326,40,3851,1945-02-18
3852,3852,295,670,3852,1981-05-25
3853,3853,42,500,3853,1990-05-31
3854,3854,190,83,3854,1955-04-12
3855,3855,354,110,3855,1969-01-24
3856,3856,402,71,3856,1945-04-10
3857,3857,161,364,3857,1952-06-04
3858,3858,347,506,3858,1946-06-19
3859,3859,319,111,3859,1970-04-29
3860,3860,395,560,3860,1941-05-27
3861,3861,563,459,3861,1995-03-06
3862,3862,81,582,3862,1931-03-14
3863,3863,173,366,3863,1990-10-08
3864,3864,352,107,3864,2006-09-30
3865,3865,495,188,3865,1953-06-08
3866,3866,29,282,3866,1963-12-07
3867,3867,359,81,3867,1949-11-09
3868,3868,7,460,3868,1976-09-25
3869,3869,135,268,3869,2022-09-26
3870,3870,15,186,3870,1917-01-22
3871,3871,236,870,3871,1958-04-10
3872,3872,363,785,3872,1923-03-19
3873,3873,13,125,3873,1921-12-29
3874,3874,101,328,3874,1912-08-01
3875,3875,114,807,3875,2022-02-02
3876,3876,182,689,3876,1946-04-01
3877,3877,564,453,3877,2004-07-26
3878,3878,520,168,3878,1976-09-12
3879,3879,18,46,3879,1994-08-06
3880,3880,42,775,3880,2000-05-02
3881,3881,24,20,3881,2002-08-03
3882,3882,32,381,3882,1939-01-31
3883,3883,57,11,3883,1993-02-24
3884,3884,528,472,3884,1967-04-03
3885,3885,84,125,3885,1912-03-20
3886,3886,71,523,3886,1970-11-17
3887,3887,79,244,3887,1963-03-26
3888,3888,278,67,3888,1997-12-26
3889,3889,275,523,3889,1977-06-04
3890,3890,94,162,3890,1941-08-08
3891,3891,364,468,3891,2015-05-01
3892,3892,23,82,3892,1962-02-23
3893,3893,275,70,3893,1910-03-28
3894,3894,477,431,3894,1955-11-09
3895,3895,71,232,3895,1973-08-09
3896,3896,49,11,3896,1986-01-20
3897,3897,224,150,3897,1973-09-16
3898,3898,185,290,3898,1971-10-20
3899,3899,33,404,3899,1933-10-23
3900,3900,214,437,3900,1979-02-04
3901,3901,476,437,3901,1934-02-11
3902,3902,73,71,3902,1934-10-28
3903,3903,483,486,3903,1986-08-02
3904,3904,357,7,3904,1924-09-27
3905,3905,287,115,3905,2010-10-27
3906,3906,1,139,3906,1987-03-29
3907,3907,218,423,3907,1958-08-18
3908,3908,34,182,3908,1977-03-21
3909,3909,0,136,3909,1917-10-21
3910,3910,68,83,3910,1936-03-27
3911,3911,51,301,3911,2001-10-19
3912,3912,7,93,3912,1959-08-20
3913,3913,56,290,3913,1910-10-29
3914,3914,75,39,3914,1944-11-22
3915,3915,284,144,3915,1917-08-27
3916,3916,185,39,3916,1923-10-22
3917,3917,298,249,3917,1931-07-31
3918,3918,357,141,3918,1910-10-09
3919,3919,15,441,3919,1954-09-26
3920,3920,288,82,3920,1997-03-14
3921,3921,13,526,3921,2020-11-07
3922,3922,84,125,3922,1971-08-20
3923,3923,34,742,3923,1963-04-16
3924,3924,32,632,3924,1992-03-16
3925,3925,54,48,3925,1942-08-05
3926,3926,42,871,3926,2003-05-05
3927,3927,346,21,3927,1909-02-22
3928,3928,377,586,3928,1977-02-11
3929,3929,565,14,3929,1961-03-31
3930,3930,23,132,3930,2009-11-08
3931,3931,32,78,3931,2014-01-09
3932,3932,566,42,3932,1958-09-21
3933,3933,53,73,3933,1943-11-05
3934,3934,71,299,3934,1961-04-22
3935,3935,70,56,3935,1943-08-24
3936,3936,303,21,3936,2005-01-22
3937,3937,33,365,3937,1924-02-29
3938,3938,134,423,3938,1960-03-08
3939,3939,288,182,3939,2001-04-10
3940,3940,451,739,3940,1953-06-11
3941,3941,18,729,3941,1994-08-26
3942,3942,202,613,3942,1941-12-03
3943,3943,134,77,3943,1984-11-05
3944,3944,425,575,3944,2011-10-15
3945,3945,567,78,3945,1918-01-31
3946,3946,25,32,3946,1947-05-23
3947,3947,144,872,3947,2006-09-08
3948,3948,365,452,3948,1947-05-23
3949,3949,338,147,3949,1938-06-18
3950,3950,74,125,3950,2002-01-19
3951,3951,320,418,3951,2008-11-05
3952,3952,177,196,3952,1913-01-21
3953,3953,429,362,3953,1977-02-25
3954,3954,15,220,3954,2008-10-21
3955,3955,242,401,3955,2000-03-16
3956,3956,15,125,3956,1934-02-09
3957,3957,8,73,3957,1968-07-11
3958,3958,213,613,3958,1920-06-10
3959,3959,260,597,3959,1973-04-17
3960,3960,11,339,3960,2018-05-24
3961,3961,124,736,3961,2000-10-15
3962,3962,19,83,3962,1965-07-17
3963,3963,11,630,3963,1940-05-19
3964,3964,320,83,3964,2007-03-30
3965,3965,199,99,3965,1934-09-16
3966,3966,216,355,3966,2009-01-19
3967,3967,19,431,3967,1959-10-13
3968,3968,111,219,3968,1929-02-28
3969,3969,72,20,3969,1911-05-31
3970,3970,61,381,3970,1935-04-05
3971,3971,372,534,3971,2012-12-08
3972,3972,72,539,3972,1987-11-09
3973,3973,72,88,3973,1994-09-21
3974,3974,33,145,3974,1945-07-04
3975,3975,361,873,3975,1913-12-25
3976,3976,568,208,3976,2005-02-12
3977,3977,288,220,3977,1960-12-11
3978,3978,34,105,3978,1964-07-17
3979,3979,282,78,3979,1962-05-22
3980,3980,257,874,3980,1999-10-19
3981,3981,24,566,3981,1985-06-08
3982,3982,365,15,3982,2023-06-28
3983,3983,237,565,3983,1918-04-22
3984,3984,477,875,3984,1984-11-27
3985,3985,8,28,3985,1989-05-29
3986,3986,42,184,3986,2001-10-17
3987,3987,7,860,3987,2004-06-16
3988,3988,42,328,3988,1949-06-17
3989,3989,199,28,3989,1964-03-20
3990,3990,19,238,3990,2023-03-11
3991,3991,214,130,3991,1911-05-12
3992,3992,34,35,3992,2002-04-22
3993,3993,238,85,3993,1983-10-09
3994,3994,365,225,3994,1992-10-19
3995,3995,49,182,3995,1972-02-07
3996,3996,322,181,3996,2014-08-21
3997,3997,492,544,3997,1944-08-03
3998,3998,127,837,3998,1991-01-09
3999,3999,384,876,3999,1999-01-17
4000,4000,83,875,4000,2007-07-09
4001,4001,331,679,4001,1961-09-12
4002,4002,53,52,4002,2018-05-01
4003,4003,42,220,4003,1935-08-04
4004,4004,33,877,4004,1920-09-11
4005,4005,134,401,4005,1990-11-08
4006,4006,26,165,4006,1920-04-04
4007,4007,36,497,4007,1966-12-22
4008,4008,94,140,4008,1931-02-27
4009,4009,284,130,4009,1985-06-23
4010,4010,9,115,4010,1930-05-05
4011,4011,161,626,4011,1929-05-11
4012,4012,41,119,4012,1937-10-15
4013,4013,75,52,4013,1914-07-30
4014,4014,175,764,4014,2005-07-24
4015,4015,569,25,4015,1952-03-04
4016,4016,453,490,4016,2022-12-18
4017,4017,365,475,4017,1969-11-29
4018,4018,357,86,4018,1950-07-12
4019,4019,21,124,4019,1946-06-05
4020,4020,503,878,4020,2019-02-21
4021,4021,273,685,4021,2011-01-03
4022,4022,8,150,4022,1989-11-17
4023,4023,50,879,4023,1923-03-16
4024,4024,77,880,4024,2021-05-04
4025,4025,13,542,4025,1955-12-30
4026,4026,13,123,4026,2021-08-08
4027,4027,24,120,4027,1949-06-12
4028,4028,203,28,4028,2021-05-30
4029,4029,134,597,4029,1935-10-02
4030,4030,2,125,4030,1916-02-01
4031,4031,71,250,4031,1995-09-03
4032,4032,224,28,4032,1962-03-18
4033,4033,104,278,4033,2024-05-22
4034,4034,276,881,4034,1936-10-18
4035,4035,214,258,4035,1971-06-27
4036,4036,8,5,4036,1941-11-29
4037,4037,132,856,4037,1912-04-14
4038,4038,185,52,4038,1941-07-31
4039,4039,509,693,4039,1945-08-20
4040,4040,469,504,4040,2011-09-12
4041,4041,43,389,4041,1975-09-17
4042,4042,3,633,4042,2018-01-09
4043,4043,187,5,4043,1933-11-21
4044,4044,254,685,4044,2013-01-19
4045,4045,13,125,4045,1933-05-14
4046,4046,320,6,4046,1944-10-06
4047,4047,104,882,4047,2018-03-12
4048,4048,469,846,4048,1922-11-26
4049,4049,108,125,4049,1956-03-20
4050,4050,284,286,4050,1987-07-25
4051,4051,270,509,4051,1980-10-28
4052,4052,75,749,4052,1944-04-15
4053,4053,520,35,4053,1933-10-18
4054,4054,338,136,4054,2017-03-05
4055,4055,5,539,4055,1989-10-29
4056,4056,57,125,4056,1976-09-07
4057,4057,570,49,4057,1935-04-11
4058,4058,211,125,4058,2017-01-21
4059,4059,33,589,4059,1982-02-03
4060,4060,472,652,4060,2006-09-23
4061,4061,42,14,4061,1920-02-05
4062,4062,186,670,4062,1982-12-24
4063,4063,41,597,4063,1909-01-13
4064,4064,122,135,4064,1956-02-25
4065,4065,34,355,4065,2017-09-09
4066,4066,114,156,4066,1964-03-18
4067,4067,78,135,4067,1934-02-05
4068,4068,15,425,4068,2019-05-19
4069,4069,215,431,4069,1996-06-07
4070,4070,362,139,4070,1937-03-19
4071,4071,190,360,4071,1978-08-21
4072,4072,213,288,4072,2008-09-28
4073,4073,179,71,4073,1961-01-16
4074,4074,87,53,4074,1947-05-14
4075,4075,45,220,4075,1940-08-31
4076,4076,45,37,4076,1967-09-27
4077,4077,174,815,4077,1909-07-05
4078,4078,52,500,4078,1928-06-29
4079,4079,284,428,4079,1987-10-14
4080,4080,7,195,4080,1913-02-25
4081,4081,8,125,4081,1985-11-21
4082,4082,18,244,4082,1986-09-22
4083,4083,28,123,4083,2007-03-05
4084,4084,51,883,4084,1914-04-02
4085,4085,90,182,4085,1974-03-02
4086,4086,539,133,4086,1973-02-01
4087,4087,467,15,4087,1962-11-03
4088,4088,204,176,4088,1941-12-04
4089,4089,213,125,4089,1983-01-18
4090,4090,258,496,4090,2022-07-27
4091,4091,160,7,4091,2016-12-17
4092,4092,265,37,4092,1982-10-20
4093,4093,185,238,4093,1989-01-14
4094,4094,58,130,4094,1950-03-05
4095,4095,387,99,4095,2024-07-20
4096,4096,275,240,4096,2011-09-15
4097,4097,15,71,4097,1952-08-22
4098,4098,260,6,4098,1917-09-20
4099,4099,134,182,4099,1981-10-30
4100,4100,571,88,4100,2001-07-24
4101,4101,28,78,4101,1929-08-22
4102,4102,138,486,4102,1977-07-21
4103,4103,50,802,4103,1955-01-22
4104,4104,403,125,4104,1943-06-08
4105,4105,14,123,4105,1918-10-03
4106,4106,445,135,4106,1984-06-07
4107,4107,174,229,4107,2010-04-20
4108,4108,236,84,4108,2014-07-07
4109,4109,9,866,4109,1957-10-16
4110,4110,46,398,4110,2013-05-17
4111,4111,275,185,4111,1980-04-01
4112,4112,310,503,4112,2023-06-01
4113,4113,97,563,4113,1924-04-15
4114,4114,395,543,4114,2021-10-12
4115,4115,265,884,4115,1920-06-07
4116,4116,71,46,4116,1950-11-27
4117,4117,100,569,4117,1961-10-08
4118,4118,104,460,4118,1987-11-21
4119,4119,207,65,4119,1909-06-05
4120,4120,185,32,4120,1927-11-05
4121,4121,204,264,4121,1953-05-17
4122,4122,216,92,4122,2003-08-21
4123,4123,12,485,4123,1921-05-29
4124,4124,72,6,4124,1913-09-10
4125,4125,250,192,4125,2015-04-13
4126,4126,525,885,4126,1984-12-17
4127,4127,45,543,4127,1987-08-04
4128,4128,19,626,4128,1913-05-04
4129,4129,11,387,4129,1929-09-13
4130,4130,165,99,4130,1942-07-31
4131,4131,24,162,4131,2021-09-05
4132,4132,9,886,4132,2005-01-07
4133,4133,33,42,4133,1967-04-19
4134,4134,33,322,4134,1975-10-13
4135,4135,427,441,4135,1924-09-07
4136,4136,29,52,4136,1930-01-21
4137,4137,50,264,4137,1949-06-28
4138,4138,339,586,4138,1969-09-21
4139,4139,384,334,4139,1955-03-07
4140,4140,111,48,4140,1938-03-05
4141,4141,224,334,4141,1951-09-19
4142,4142,270,448,4142,1995-09-06
4143,4143,342,573,4143,1995-09-07
4144,4144,3,380,4144,1980-12-01
4145,4145,259,650,4145,1994-06-14
4146,4146,90,884,4146,1965-09-03
4147,4147,26,324,4147,1976-01-09
4148,4148,419,584,4148,1996-02-08
4149,4149,216,4,4149,1930-02-01
4150,4150,183,255,4150,1950-11-23
4151,4151,281,211,4151,1948-12-23
4152,4152,182,62,4152,1972-04-03
4153,4153,232,64,4153,2016-05-21
4154,4154,144,168,4154,1998-03-10
4155,4155,71,879,4155,1983-12-29
4156,4156,216,479,4156,1993-07-15
4157,4157,111,250,4157,1993-11-21
4158,4158,275,115,4158,1960-02-09
4159,4159,73,205,4159,1922-04-06
4160,4160,84,431,4160,1970-09-09
4161,4161,255,53,4161,1927-12-09
4162,4162,48,887,4162,2019-04-20
4163,4163,135,329,4163,1944-08-19
4164,4164,13,387,4164,1962-02-06
4165,4165,309,406,4165,1974-06-14
4166,4166,51,82,4166,1962-11-17
4167,4167,309,159,4167,2010-01-09
4168,4168,254,165,4168,2006-10-28
4169,4169,328,187,4169,1999-09-26
4170,4170,72,811,4170,1967-04-13
4171,4171,275,404,4171,1997-05-26
4172,4172,427,165,4172,1946-03-31
4173,4173,504,212,4173,2003-08-04
4174,4174,109,5,4174,1922-12-19
4175,4175,407,402,4175,1964-08-26
4176,4176,258,225,4176,2015-01-07
4177,4177,42,83,4177,1965-01-18
4178,4178,170,671,4178,2014-04-16
4179,4179,232,28,4179,2010-12-29
4180,4180,138,445,4180,1951-12-03
4181,4181,45,205,4181,2016-07-04
4182,4182,292,125,4182,1989-07-07
4183,4183,8,339,4183,1984-06-08
4184,4184,157,69,4184,1997-06-10
4185,4185,341,519,4185,1966-03-25
4186,4186,68,139,4186,1965-07-01
4187,4187,13,608,4187,1939-07-24
4188,4188,50,565,4188,1989-06-20
4189,4189,572,32,4189,1985-09-14
4190,4190,94,513,4190,1971-04-29
4191,4191,242,434,4191,1942-05-09
4192,4192,146,260,4192,1958-01-03
4193,4193,34,62,4193,1998-12-30
4194,4194,368,314,4194,1970-05-19
4195,4195,135,205,4195,2012-12-20
4196,4196,172,125,4196,1989-05-27
4197,4197,18,135,4197,1954-09-08
4198,4198,573,162,4198,1921-01-12
4199,4199,72,212,4199,1972-12-16
4200,4200,254,502,4200,2004-04-20
4201,4201,224,198,4201,1922-04-28
4202,4202,477,420,4202,1916-01-29
4203,4203,574,330,4203,1913-07-28
4204,4204,236,543,4204,1932-03-13
4205,4205,49,146,4205,1964-12-21
4206,4206,129,888,4206,1970-01-26
4207,4207,179,416,4207,1920-07-04
4208,4208,182,40,4208,2016-08-13
4209,4209,292,263,4209,1942-10-11
4210,4210,215,5,4210,1957-11-04
4211,4211,111,459,4211,1941-07-25
4212,4212,8,197,4212,2013-12-30
4213,4213,24,125,4213,1914-10-13
4214,4214,54,729,4214,2013-01-30
4215,4215,33,889,4215,1943-04-27
4216,4216,105,391,4216,1945-08-30
4217,4217,239,81,4217,2024-07-10
4218,4218,75,89,4218,1989-03-23
4219,4219,183,477,4219,1931-02-20
4220,4220,8,380,4220,2023-07-23
4221,4221,183,42,4221,1916-03-24
4222,4222,185,125,4222,2012-09-21
4223,4223,57,373,4223,1940-06-10
4224,4224,60,212,4224,2018-10-14
4225,4225,108,296,4225,1962-07-18
4226,4226,7,123,4226,1917-07-08
4227,4227,157,814,4227,1966-05-04
4228,4228,368,290,4228,1911-09-09
4229,4229,242,382,4229,2010-06-13
4230,4230,344,270,4230,1987-06-02
4231,4231,425,569,4231,1939-09-24
4232,4232,114,816,4232,1929-10-13
4233,4233,362,106,4233,1963-02-13
4234,4234,406,613,4234,1973-01-07
4235,4235,367,313,4235,1970-04-23
4236,4236,84,211,4236,1990-04-25
4237,4237,143,591,4237,1985-06-21
4238,4238,59,512,4238,1945-04-19
4239,4239,146,135,4239,2023-09-20
4240,4240,54,196,4240,1968-05-09
4241,4241,128,256,4241,2004-01-16
4242,4242,235,351,4242,1938-12-24
4243,4243,48,431,4243,1931-11-20
4244,4244,108,460,4244,2015-11-07
4245,4245,122,2,4245,1917-03-29
4246,4246,216,597,4246,2014-06-28
4247,4247,2,884,4247,1977-09-20
4248,4248,401,249,4248,1916-06-04
4249,4249,191,800,4249,1969-06-12
4250,4250,273,133,4250,2021-04-13
4251,4251,364,890,4251,1980-10-15
4252,4252,15,278,4252,2011-05-03
4253,4253,442,733,4253,1958-11-08
4254,4254,149,891,4254,2019-08-07
4255,4255,242,92,4255,1995-02-18
4256,4256,57,854,4256,2018-02-23
4257,4257,324,14,4257,1958-04-19
4258,4258,230,446,4258,2014-12-07
4259,4259,206,817,4259,1918-11-02
4260,4260,52,135,4260,2015-05-18
4261,4261,18,457,4261,1997-07-11
4262,4262,52,398,4262,1984-06-03
4263,4263,34,643,4263,1979-05-23
4264,4264,131,316,4264,1943-12-21
4265,4265,206,278,4265,1999-03-11
4266,4266,131,59,4266,1938-06-12
4267,4267,517,681,4267,2021-12-03
4268,4268,9,749,4268,2001-09-06
4269,4269,108,78,4269,1947-02-06
4270,4270,69,56,4270,1981-02-27
4271,4271,214,285,4271,2005-01-07
4272,4272,575,892,4272,1996-02-21
4273,4273,475,358,4273,1930-03-15
4274,4274,262,489,4274,1941-05-01
4275,4275,23,264,4275,2016-06-21
4276,4276,89,640,4276,1987-11-27
4277,4277,306,145,4277,2009-10-28
4278,4278,36,341,4278,1971-09-03
4279,4279,128,293,4279,1977-08-10
4280,4280,241,324,4280,1954-12-29
4281,4281,284,96,4281,1995-09-16
4282,4282,86,893,4282,1951-07-15
4283,4283,286,311,4283,1988-11-20
4284,4284,341,176,4284,2018-03-15
4285,4285,183,894,4285,1914-11-02
4286,4286,257,858,4286,1925-08-06
4287,4287,265,249,4287,1954-07-16
4288,4288,275,413,4288,1994-03-15
4289,4289,232,390,4289,1950-02-12
4290,4290,38,145,4290,1920-08-27
4291,4291,417,490,4291,1933-05-10
4292,4292,132,679,4292,1962-11-28
4293,4293,32,64,4293,1984-09-30
4294,4294,270,816,4294,1978-09-12
4295,4295,42,895,4295,1972-08-27
4296,4296,2,381,4296,2016-06-22
4297,4297,167,896,4297,1998-06-20
4298,4298,23,580,4298,1941-07-18
4299,4299,309,145,4299,1962-11-25
4300,4300,300,341,4300,1927-06-22
4301,4301,300,125,4301,1971-12-11
4302,4302,122,414,4302,1940-05-24
4303,4303,331,241,4303,1978-04-21
4304,4304,267,83,4304,1963-11-26
4305,4305,250,39,4305,1966-04-25
4306,4306,75,466,4306,1909-06-20
4307,4307,42,220,4307,1958-04-12
4308,4308,112,367,4308,1940-11-22
4309,4309,153,781,4309,1966-05-06
4310,4310,172,823,4310,2003-07-12
4311,4311,20,87,4311,1974-08-19
4312,4312,221,581,4312,2008-07-07
4313,4313,425,162,4313,1936-08-06
4314,4314,132,115,4314,2008-06-08
4315,4315,13,413,4315,1943-06-10
4316,4316,576,897,4316,2024-05-28
4317,4317,245,790,4317,1961-02-16
4318,4318,275,6,4318,1953-11-19
4319,4319,45,122,4319,1973-08-05
4320,4320,206,96,4320,1939-05-02
4321,4321,239,381,4321,2009-10-21
4322,4322,13,483,4322,1997-05-14
4323,4323,72,260,4323,1985-01-15
4324,4324,114,319,4324,1966-06-12
4325,4325,238,381,4325,1926-02-05
4326,4326,12,146,4326,1990-06-02
4327,4327,13,76,4327,2003-09-06
4328,4328,112,120,4328,2006-09-17
4329,4329,259,898,4329,1980-10-01
4330,4330,200,313,4330,1978-04-17
4331,4331,364,419,4331,1913-11-12
4332,4332,577,247,4332,2009-05-07
4333,4333,13,339,4333,1969-08-03
4334,4334,51,159,4334,1940-03-05
4335,4335,50,799,4335,1934-02-12
4336,4336,341,83,4336,1957-05-12
4337,4337,382,93,4337,2020-08-27
4338,4338,406,37,4338,1927-04-13
4339,4339,274,609,4339,1973-01-30
4340,4340,50,899,4340,1933-03-08
4341,4341,60,79,4341,2008-05-17
